"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000072818",302.695340957878,1.81038603275207,0.542255223782374,3.33862349932593,0.000841945949071249,0.0175950354069683
"ENSG00000063601",60.0843899840933,1.5040123479978,0.450796710318973,3.33634277617864,0.000848884284118103,0.0176093259115209
"ENSG00000066294",153.774961496161,1.33624673624333,0.400985145254639,3.33240957191761,0.000860974453088109,0.0178074406425583
"ENSG00000107854",134.002141756989,1.95304431800335,0.586073187843167,3.33242393358897,0.00086093001814503,0.0178074406425583
"ENSG00000095787",149.139702951451,1.78443852734042,0.536029237986531,3.32899476536624,0.000871600425237976,0.0180006668087071
"ENSG00000158985",153.38531119562,1.96555736689982,0.590641475482184,3.32783498702862,0.000875236921292791,0.0180491872754247
"ENSG00000134086",104.431025069619,1.83128301557421,0.550793061095093,3.32481134009428,0.000884783841040778,0.0181128814641092
"ENSG00000248019",104.493578104593,1.40518270952651,0.422507539253515,3.32581688840199,0.000881598242031224,0.0181128814641092
"ENSG00000104472",47.198446538772,1.97434237512102,0.593682470303878,3.32558644372715,0.000882327355211426,0.0181128814641092
"ENSG00000164985",118.6337852648,1.45244288929347,0.436811159064991,3.32510481738257,0.000883852997597202,0.0181128814641092
"ENSG00000185864",102.504560464653,1.75743904919825,0.528553861631524,3.32499519306025,0.000884200594829721,0.0181128814641092
"ENSG00000102158",43.8395114067827,1.09760469175117,0.330489228395095,3.32115118269149,0.000896469629627341,0.0182843743893466
"ENSG00000044574",129.908980132627,1.77985992673393,0.535852701932554,3.32154698542128,0.000895199086111944,0.0182843743893466
"ENSG00000161960",53.4260487302088,1.92720953815563,0.580316384005434,3.32096351451209,0.000897072636373847,0.0182843743893466
"ENSG00000207445",67.7211725882675,3.70562198288866,1.11694330022688,3.31764556189734,0.000907796002634646,0.0184760861319966
"ENSG00000143889",80.1851412267739,1.87892196644253,0.566560257783603,3.31636739539924,0.000911958541720237,0.0185339052616563
"ENSG00000169057",267.286577215443,1.38034892532499,0.416304336425466,3.31572074693515,0.000914071179913937,0.0185499568103229
"ENSG00000164587",183.148797556219,1.87657430753551,0.566289463244113,3.3138075654545,0.000920348243548159,0.0186494279643768
"ENSG00000140368",227.877798183457,1.74511536092395,0.526681381104875,3.31341760603543,0.000921632573580056,0.0186494279643768
"ENSG00000164040",39.5725230377698,1.83127964298322,0.552831120916659,3.31254803446439,0.000924502487457054,0.0186536667361299
"ENSG00000165359",60.1262517124031,1.16477549825299,0.351582775072203,3.31294813295044,0.000923180984737808,0.0186536667361299
"ENSG00000138081",104.3226787968,1.50752868824701,0.455202420773577,3.31177651842249,0.000927055711488401,0.0186731608891976
"ENSG00000145715",107.896878739287,1.75292475112185,0.529352317870699,3.31145192331059,0.000928131864777205,0.0186731608891976
"ENSG00000132002",165.370209937748,1.46355687550677,0.442171233780093,3.30993236035487,0.00093318518966394,0.0187479311098244
"ENSG00000152291",267.616376048879,1.75981256955244,0.532163917302629,3.3068994577317,0.000943347440402513,0.0188043742171447
"ENSG00000106263",272.333426426075,1.9486509881841,0.589403077346125,3.30614322028686,0.000945897259995284,0.0188043742171447
"ENSG00000127957",45.1467602770281,1.70612654214369,0.515880673779684,3.30721158760122,0.000942296884009066,0.0188043742171447
"ENSG00000165119",208.279335028793,2.29266978150198,0.6931625623254,3.30754992567776,0.000941159341112831,0.0188043742171447
"ENSG00000137076",728.136677887492,1.94015974815216,0.586769892695024,3.30650868816912,0.000944664209166842,0.0188043742171447
"ENSG00000119335",212.248962287886,2.28335100358394,0.69019999829187,3.30824544948544,0.000938824881269662,0.0188043742171447
"ENSG00000185862",56.4291849505673,2.26264314494658,0.684320457770375,3.30640874352731,0.000945001264045395,0.0188043742171447
"ENSG00000108518",238.735388416813,2.52125400115791,0.762653086657115,3.30589890117557,0.000946722398723823,0.0188043742171447
"ENSG00000213626",185.168932059211,1.76082105693006,0.532728336551099,3.30528889889672,0.000948785470402317,0.018809967953111
"ENSG00000006015",77.022803763597,1.70871538262373,0.51700562680666,3.30502279671074,0.000949686751109078,0.018809967953111
"ENSG00000164190",238.463258702617,1.68778534501041,0.510742094189237,3.30457458708124,0.000951206617726613,0.0188134984490554
"ENSG00000288701",400.349156050868,1.59208081448521,0.481853740055076,3.3040748304729,0.000952903935214756,0.0188205237796007
"ENSG00000213741",122.434663425044,1.81383749352565,0.549075124616601,3.30344139117974,0.000955059308987984,0.018836563558282
"ENSG00000173660",46.5292663593679,1.67540052559928,0.507373849414479,3.30210263602022,0.000959629492574087,0.0188512256474502
"ENSG00000115738",59.1712805303016,2.08512789014652,0.632139049325683,3.29852726606713,0.000971934403701524,0.0188512256474502
"ENSG00000055044",55.6417752386935,1.68535755751825,0.510834935401059,3.29922141326351,0.000969534072021395,0.0188512256474502
"ENSG00000153283",132.592905638706,1.86593352089867,0.565183892665064,3.30146266571764,0.000961821343267828,0.0188512256474502
"ENSG00000105879",58.0719846147706,1.96865365240111,0.596757691188045,3.29891626278306,0.000970588592478057,0.0188512256474502
"ENSG00000133321",54.4952864344972,1.74042656537517,0.527581777240714,3.29887543591387,0.000970729760021728,0.0188512256474502
"ENSG00000167792",90.3217733175372,1.78701784026541,0.541699613681144,3.29890920194987,0.000970613005443923,0.0188512256474502
"ENSG00000122042",54.2188962014561,1.79527685608148,0.544206970304902,3.29888618493005,0.000970692591178669,0.0188512256474502
"ENSG00000083799",255.484913793096,1.70545967322786,0.516741101394049,3.3004142086374,0.000965422253776898,0.0188512256474502
"ENSG00000103549",139.480848626445,1.66141298366333,0.503442419106752,3.30010527641105,0.000966485656011321,0.0188512256474502
"ENSG00000087191",61.6273587277475,1.77895170821183,0.539247955545213,3.29894937925764,0.000970474099221336,0.0188512256474502
"ENSG00000141506",359.21247436881,1.84253611298741,0.55818135536559,3.30096319999907,0.000963535196693286,0.0188512256474502
"ENSG00000111640",112.541291655343,2.37823701918054,0.721124870315517,3.29795451117915,0.000973919108442958,0.0188604335158211
"ENSG00000172183",163.154046804435,1.80896091044649,0.5485665193095,3.29761450393199,0.000975099072878148,0.0188604335158211
